Nama Barang;Satuan;Harga
Lap Kaca Microfiber ID 81 Scotch Brite 3M;Pcs;35000
Lap Kanebo Champion;Pcs;17000
Lap Kanebo Merk Kenmaster;Pcs;25000
Lap Microfiber Uk. 30 x 30 Cm - Kleaner;Pcs;11000
Lap Tangan Gantung;Pcs;12000
Lem Alteco Power Glue;Pcs;5500
Lem Cair 50 ml Merk Joyko;Pcs;2500
Lem Cair 50 ml Merk Kenko (LG50);Pcs;3000
Lem Fox 1 Kg;Pcs;34000
Lem Fox 1/2 Kg (500 Gr);Pcs;19000
Lem Fox 150 Gr;Pcs;12000
Lem Instant Glue 15 Gr - Dextone;Pcs;8500
Lem Power Glue - General;Pcs;5500
Lem Power Glue Botol (korea);Pcs;6000
Lem Stick 15 Gr Merk Kenko;Pcs;4000
Lem Stick 25 Gr Merk Kenko;Pcs;5500
Lem Stick 8 Gr Merk Kenko;Pcs;2500
Lem Stik 21 Gr Merk UHU;Pcs;19500
Lem Stik 40 Gr Merk UHU;Pcs;30500
Lem Stik 8 gr Merk Joyko;Pcs;2500
Lem Stik 8,2 Gr Merk UHU;Pcs;10500
Lem Stik GS-107 36 Gr - Joyko;Pcs;6000
Lem Stik GS-25 Gr - Joyko;Pcs;5500
Lem Tikus 100 Ml Merk Gajah;Pcs;20000
Lem Tikus 70gr Merk Gajah (Papan);Pcs;20000
Lif Off Merk Fullmark;Pcs;10000
Lilin Lem Tembak Besar (pcs);Pcs;3500
Lilin Lem Tembak Kecil (Kg);Kg;80000
Lilin Lem Tembak Kecil (pcs);Pcs;2000
Lobby Duster 60 Cm (Kain Pel)  9824 Merk Nagata;Pcs;127000
Lobby Duster 60 Cm (Kain Pel)  NGT9873 Merk Nagata;Pcs;84000
Lobby Duster 60Cm MP231 - Dragon;Pcs;80000
Luwak White Coffee 20 Gr  @ 10;Renceng;17500
Magnet WB No. 20 Merk Joyko;Set;7000
Magnet WB No. 30 Merk Joyko;Set;6000
Magnet WB No. 40 Merk Joyko;Set;8000
MAINTENANCE BOX C9345;Pcs;580000
Maintenance Box L1455 T6711;Pcs;515000
MAINTENANCE T04D1;Pcs;155000
Map Gantung Bantex 3470-06 (Kuning);Pcs;7600
Map Gantung Bantex 3470-09 (Merah);Pcs;7600
Map Gantung Bantex 3470-11 (Cobalt Blue);Pcs;7600
Map Gantung Bantex 3470-15 (Hijau);Pcs;7600
Map Gantung Merk Fujita;Pcs;4200
Map Gantung No. 69 Lihit;Pcs;4200
Map Jaring DCB-34 A4 Kombinasi - Joyko;Pcs;10000
Map Jaring DCB-34 A5 Kombinasi - Joyko;Pcs;6000
Map Jaring DCB-34 B4 Kombinasi - Joyko;Pcs;12000
Map Jaring DCB-34 B5 Kombinasi - Joyko;Pcs;10000
Map Jaring DCB-34 Bill (Cabinet) Kombinasi - Joyko;Pcs;5500
Map Jaring Kancing (School Bag);Pcs;15000
Map Jaring Uk. Folio (Zipper Bag);Pcs;12500
Map Kancing (Bening) Merk Vindex / Dataflex;Pcs;3200
Map Kancing (Biru) Merk Daichi;Pcs;7000
Map Kancing (Biru) Merk Vindex / Dataflex;Pcs;3200
Map Kancing (Hijau) Merk Vindex / Dataflex;Pcs;3200
Map Kancing (Kuning) Merk Vindex / Dataflex;Pcs;3200
Map Kancing (Merah) Merk Vindex / Dataflex;Pcs;3200
Map Kancing Bening Merk Felix;Pcs;3300
Map Karton 5001 (Biru Muda Merk Diamond;Pcs;1750
Map Karton 5001 (Biru Muda) Merk Biola;Pcs;1650
Map Karton 5001 (Biru) Merk Biola;Pcs;1650
Map Karton 5001 (Hijau) Merk Biola;Pcs;1650
Map Karton 5001 (Kuning) Merk Biola;Pcs;1650
Map Karton 5001 (Merah) Merk Biola;Pcs;1650
Map Karton 5001 (Orange) Merk Biola;Pcs;1650
Map Karton 5001 (Orange) Merk Diamond;Pcs;1750
Map Karton 5001 (Pink) Merk Biola;Pcs;1650
Map Karton 5001 (Pink) Merk Diamond;Pcs;1750
Map Karton 5001 Biru Merk Diamond;Pcs;1750
Map Karton 5001 Coklat Merk Diamond;Pcs;1750
Map Karton 5001 Hijau Merk Diamond;Pcs;1750
Map Karton 5001 Kuning Merk Diamond;Pcs;1750
Map Karton 5001 Merah Merk Diamond;Pcs;1750
Map Karton 5002 (Biru Benhur) No. 6 Merk Biola;Pcs;1450
Map Karton 5002 (Biru Muda) Merk Diamond;Pcs;1600
Map Karton 5002 (Biru Muda) No. 7 Merk Biola;Pcs;1450
Map Karton 5002 (Biru Tua) No. 5 Merk Biola;Pcs;1450
Map Karton 5002 (Hijau Muda) No. 10 Merk Biola;Pcs;1450
Map Karton 5002 (Hijau Tua) No. 8 Merk Biola;Pcs;1450
Map Karton 5002 (Kuning) No. 3 Merk Biola;Pcs;1450
Map Karton 5002 (Merah) No. 1 Merk Biola;Pcs;1450
Map Karton 5002 (Orange) Merk Diamond;Pcs;1600
Map Karton 5002 (Orange) No. 2 Merk Biola;Pcs;1450
Map Karton 5002 (Pink) No. 4 Merk Biola;Pcs;1450
Map Karton 5002 (Putih)  Merk Biola;Pcs;1450
Map Karton 5002 Biru Merk Diamond;Pcs;1600
Map Karton 5002 Coklat Merk Diamond;Pcs;1600
Map Karton 5002 Cream Merk Diamond;Pcs;1600
Map Karton 5002 Hijau Merk Diamond;Pcs;1600
Map Karton 5002 Kuning Merk Diamond;Pcs;1600
Map Karton 5002 Merah Merk Diamond;Pcs;1600
Map Karton 5002 Pink Merk Diamond;Pcs;1600
Map L (Biru) A4 Daiichi;Pcs;2375
Map L (Biru) F4 Daiichi;Pcs;2375
Map L (Hijau) A4 Daiichi;Pcs;2375
Map L (Hijau) F4 Daiichi;Pcs;2400
Map L (Kuning) A4 Daiichi;Pcs;2375
Map L (Kuning) F4 Daiichi;Pcs;2400
Map L (Merah) A4 Daiichi;Pcs;2375
Map L (Merah) F4 Daiichi;Pcs;2375
Map L Bening A4 9001 Daiichi;Pcs;2375
Map L Bening A4 Merk Inter X;Pcs;1500
Map L Bening F4 9002 Daiichi;Pcs;2375
Map L Bening F4 Merk Inter X;Pcs;1500
Map L Bening Uk. F4 Merk Etona;Pcs;1500
Map Plastik Kancing (Bening) Merk Inter X;Pcs;3200
Map Plastik Kancing (Biru) Merk Inter X;Pcs;3200
Map Plastik Kancing (Hijau) Merk Inter X;Pcs;3200
Map Plastik Kancing (Kuning) Merk Inter X;Pcs;3200
Map Plastik Kancing (Merah) Merk Inter X;Pcs;3200
Map Plastik Kancing (Ungu) Merk Inter X;Pcs;3200
Map Plastik Kancing A5 (Bening) Merk Inter X;Pcs;2500
Map Plastik Kancing A5 (Biru) Merk Inter X;Pcs;2500
Map Plastik Kancing A5 (Hijau) Merk Inter X;Pcs;2500
Map Plastik Kancing A5 (Kuning) Merk Inter X;Pcs;2500
Map Plastik Kancing A5 (Merah) Merk Inter X;Pcs;2500
Map Plastik Tali (Bening) Merk Inter X;Pcs;3200
Map Plastik Tali (Biru) Merk Inter X;Pcs;3200
Map Plastik Tali (Hijau) Merk Inter X;Pcs;3200
Map Plastik Tali (Kuning) Merk Inter X;Pcs;3200
Map Plastik Tali (Merah) Merk Inter X;Pcs;3200
Masker @50 - Safemask;Pak;16000
Masker @50 Remedi;Pak;23000
Materai 10000;Pcs;11000
Memo Cady 8312 - Kenko;Pcs;28500
Memo Cady Besi (Desk Set) DS-19 Joyko;Pcs;28000
Memo Cady Set Besi 9058 V-Tec;Pcs;33000
Mesin Laminating A3 LM-02/ 02A Merk Joyko;Pcs;1130000
Mesin Lem Tembak Besar GG-851 Merk Joyko;Pcs;58000
Mesin Lem Tembak Kecil GG-850 Merk Joyko;Pcs;34000
Mesin Price Labelier MX 5500 M - Joyko;Pcs;42000
Meteran 3 Meter;Pcs;23000
Meteran 5 Meter ;Pcs;29000
Meteran 7,5 Meter - Krisbow;Pcs;89000
Meteran Magnet 7,5 Meter (10540469) - Krisbow;Pcs;89000
Meteran Roll PRTT 290 - Joyko;Pcs;8500
Minyak Kayu Putih 15 Ml Cap Lang;Pcs;8000
Money Detector MD 100 Merk Joyko;Pcs;105000
Mouse M 170 Merk Logitech;Pcs;121000
Mouse M 185 Logitech Wireless;Pcs;172500
Mouse M 187 Logitech;Pcs;174000
Mouse Pad RP05-M - Robot;Pcs;8500
Mouse Wireless M 331 (Silent) Merk Logitech;Pcs;236500
Name Card Holder 128 (4 Kolom) - Nafa;Pcs;23000
Name Card Holder 6282 Bambi;Pcs;98000
Nampan Plastik No.2 T-2 - Lion Star;Pcs;16000
Obat Eye Flush Rohto;Pcs;40000
Obat Tablet Bodrex Extra (Strip);Strip;5000
Obat Tablet Diapet isi 4 kapsul (Strip);Strip;6000
Obat Tablet Panadol Biru (sakit kepala, demam, nyeri);Strip;14000
Obat Tablet Panadol Hijau (flu & batuk);Strip;19000
Obat Tablet Panadol Merah Extra (sakit kepala);Strip;15000
Obat Tablet Promag (Strip);Strip;10500
Obat Ultraflu Tablet (Strip);Strip;4000
Open Tape Dispenser No. 20 - Lion;Pcs;12500
Open Tape Dispenser No. 50 - Lion;Pcs;23000
Open Tape Dispenser No. 7 - Lion;Pcs;16500
Open Tape Dispenser TD 103 Merk Joyko;Pcs;19000
Open Tape Dispenser TD 323 Kenko;Pcs;19000
OPP Tape Dispenser  TD-2 (Plastik) Joyko;Pcs;14500
OPP Tape Dispenser (Besi) TC-119 - Joyko;Pcs;18500
OPP Tape Dispenser (besi) TD-2S - Joyko;Pcs;18500
OPP Tape Dispenser (Gagang) TD-2H - Joyko;Pcs;42000
OPP Tape Dispenser PDL-01 (plastik) - Lion;Pcs;14500
OPP Tape Dispenser SDL-01 / SDL-02 (besi) - Lion;Pcs;29500
"OPP Tape Dispenser TD 3 Joyko (U/ 3"")";Pcs;19500
OPP Tape Dispenser VT 216 Merk V-Tec;Pcs;21000
Ordner Bambi 1011 A4 (Hitam);Pcs;27500
Ordner Bambi 1012 - 01 (Biru);Pcs;27500
Ordner Bantex 1311-01 (Biru);Pcs;99000
Ordner Bantex 1450-04 (Hijau);Pcs;31000
Ordner Bantex 1450-06 (Kuning);Pcs;31000
Ordner Bantex 1450-07 (White);Pcs;31000
Ordner Bantex 1450-09 (Merah);Pcs;31000
Ordner Bantex 1450-11 (Cobalt Blue);Pcs;31000
Ordner Bantex 1450-12 (Orange);Pcs;31000
Ordner Bantex 1450-15 (Gress Green);Pcs;31000
Ordner Bantex 1450-19 (Pink);Pcs;31000
Ordner Bantex 1450-21 (Lilac);Pcs;31000
Ordner Bantex 1450-22 (Turquoise);Pcs;31000
Ordner Bantex 1451 - 05 (Grey) A4 5 Cm;Pcs;31000
Ordner Bantex 1451 - 07 (Putih) A4 5 Cm;Pcs;31000
Ordner Bantex 1451 - 09 (Merah) A4 5 Cm;Pcs;31000
Ordner Bantex 1451 - 10 (Hitam) A4 5 Cm;Pcs;31000
Ordner Bantex 1451 - 65 (Lime) A4 5 Cm;Pcs;31000
Ordner Bantex 1451 (Biru) A4 5 Cm;Pcs;31000
Ordner Bantex 1465 - 01 (Biru);Pcs;31000
Ordner Bantex 1465 - 04 (Hijau);Pcs;31000
Ordner Bantex 1465 - 05 (Grey);Pcs;31000
Ordner Bantex 1465 - 06 (Kuning);Pcs;31000
Ordner Bantex 1465 - 09 (Merah);Pcs;31000
Ordner Bantex 1465 - 10 (Hitam);Pcs;31000
Ordner Bantex 1465 - 12 (Orange);Pcs;31000
Ordner Bantex 1465 - 13 (Beige);Pcs;31000
Ordner Bantex 1465 - 17 (Silver);Pcs;31000
Ordner Bantex 1465 - 19 (Pink);Pcs;31000
Ordner Bantex 1465 - 22 (Turquoise);Pcs;31000
Ordner Bantex 1465 - 26 (Lemon);Pcs;31000
Ordner Bantex 1465 - 62 (Blueberry);Pcs;31000
Ordner Bantex 1465 - 63 (Melon);Pcs;31000
Ordner Bantex 1465 - 64 (Manggo);Pcs;31000
Ordner Bantex 1465 - 76 (Cool Aqua);Pcs;31000
Ordner Bantex 1465-07 (White);Pcs;31000
Ordner Bantex 1465-11 (Cobalt Blue);Pcs;31000
Ordner Bantex 1465-15 Grass Green;Pcs;31000
Ordner Bantex 1465-21 (Lilac);Pcs;31000
Ordner Bantex 1465-23 (Sky Blue);Pcs;31000
Ordner Bantex 1465-61 (Grape);Pcs;31000
Ordner Bantex 1465-65 (Lime);Pcs;31000
Ordner Bantex 1466 - 09 (Merah) 5 Cm;Pcs;31000
Ordner Bantex 1466 - 11 (Light Blue) 5 Cm;Pcs;31000
Ordner Bantex 1466 - 12 (Orange) 5 Cm;Pcs;31000
Ordner Bantex 1466 - 15 (Grass Green) 5 Cm;Pcs;31000
Ordner Bantex 1466 - 19 (Pink) 5 Cm;Pcs;31000
Ordner Bantex 1466 - 45 (Peach) 5 Cm;Pcs;31000
Ordner Bantex 1466 - 65 (Lime) 5 Cm;Pcs;31000
Ordner Bantex 1466 (Biru) 5 Cm;Pcs;31000
Ordner Bantex 1466 (Hitam) 5 Cm;Pcs;31000
Ordner Bantex 1466-07 (Putih) 5 Cm;Pcs;31000
Ordner Bantex 1466-21 (Lilac) 5 Cm;Pcs;31000
Ordner Bantex 1466-22 (Turquise) 5 Cm;Pcs;31000
Ordner Bantex 1466-23 (Sky Blue) 5 Cm;Pcs;31000
Ordner Bantex 8222-01 (Biru);Pcs;28500
Ordner Bantex 8222-10 (Hitam);Pcs;28500
Ordner Bantex A4 1450-01 (Biru);Pcs;30500
Ordner Bantex A4 1450-05 (Grey);Pcs;30500
Ordner Bantex A4 1450-10 (Hitam);Pcs;30500
Ordner Bantex A4 1450-63 (Melon);Pcs;30500
Ordner Bantex A4 1450-65 (Lime);Pcs;30500
Ordner Bantex A5 1403-10 (Hitam);Pcs;16000
Ordner Bantex F4 1401-01 (Biru);Pcs;16000
Ordner Bantex F4 1401-10 (Hitam);Pcs;16000
Ordner Bantex F4 1402-10 (Hitam);Pcs;19500
Ordner Folio 727 Biru Merk Bindex;Pcs;23500
Ordner Folio 727 Hitam Merk Bindex;Pcs;23500
Ordner Folio Bantex Trendy 1446 (Biru);Pcs;18000
Ordner Folio Bantex Trendy 1446 (Hitam);Pcs;18000
Ordner Folio Bantex Trendy 1446 (Merah);Pcs;18000
Ordner Folio Bantex Trendy 1447 (Biru) @ 5 mm;Pcs;18000
Ordner Folio Bantex Trendy 1447 (Hijau) @ 5 mm;Pcs;18000
Ordner Folio Bantex Trendy 1447 (Hitam) @ 5 mm;Pcs;18000
Ordner Folio Bantex Trendy 1447 (Merah) @ 5 mm;Pcs;18000
Ordner Folio Biru 717 Merk Bindex;Pcs;23500
Ordner Folio Biru Merk Gema;Pcs;16000
Ordner Folio Hitam 717 Merk Bindex;Pcs;23500
Ordner Folio Hitam Merk Gema;Pcs;16000
Ordner Kwitansi (Hitam) Merk Forte Enduro Premium;Pcs;16000
Ordner Kwitansi Bantex 1452/ 1453-23 (Sky Blue);Pcs;28500
Ordner Kwitansi Bantex 1452-01 (Biru);Pcs;28500
Ordner Kwitansi Bantex 1452-04 (Hijau);Pcs;28500
Ordner Kwitansi Bantex 1452-05 (Grey);Pcs;28500
Ordner Kwitansi Bantex 1452-06 (Kuning);Pcs;28500
Ordner Kwitansi Bantex 1452-07 (Putih);Pcs;28500
Ordner Kwitansi Bantex 1452-09 (Merah);Pcs;28500
Ordner Kwitansi Bantex 1452-10 (Hitam);Pcs;28500
Ordner Kwitansi Bantex 1452-11 (Cobalt Blue);Pcs;28500
Ordner Kwitansi Bantex 1452-12 (Orange);Pcs;28500
Ordner Kwitansi Bantex 1452-19 (Pink);Pcs;28500
Ordner Kwitansi Bantex 1452-21 (Lilac);Pcs;28500
Ordner Kwitansi Bantex 1452-22(Turquise);Pcs;28500
Ordner Kwitansi Bantex 1452-63 (Melon);Pcs;28500
Ordner Kwitansi Bantex 1452-65 (Lime);Pcs;28500
Ordner kwitansi Bantex Trendy A5 1448-01 (Biru);Pcs;18000
Ordner kwitansi Bantex Trendy A5 1448-01 (Grey);Pcs;18000
Ordner kwitansi Bantex Trendy A5 1448-01 (Hijau);Pcs;18000
Ordner kwitansi Bantex Trendy A5 1448-01 (Merah);Pcs;18000
Ordner Kwitansi Bantex Trendy A5 1448-10 (Hitam);Pcs;18000
Ordner Kwitansi Biru 777 Merk Bindex;Pcs;23500
Ordner Kwitansi Biru Merk Gema;Pcs;16000
Ordner Kwitansi Hitam 777 Merk Bindex;Pcs;23500
Ordner Kwitansi Hitam Merk Gema;Pcs;16000
Papan Jalan (Doff) Plastik - Butterfly;Pcs;15500
Papan Jalan (Mika) - Butterfly;Pcs;19500
Papan Jalan (Triplex) - Butterfly;Pcs;5000
Papan Jalan Bantex 4205;Pcs;16500
Papan Jalan CLB-61 Merk Joyko;Pcs;14500
Papan Jalan Plastik Doff 303 - Topla;Pcs;16000
Papan Jalan Plastik Mika 708 - Topla;Pcs;15000
Papan Jalan Triplex - Rapico / Executive;Pcs;4500
Papan Whiteboard Gantung 120 x 180 Cm Sakana;Pcs;715000
Papan Whiteboard Gantung 120 x 240 Cm Sakana;Pcs;840000
Papan Whiteboard Gantung 40 x 60 Cm Sakana;Pcs;89000
Papan Whiteboard Gantung 60 x 90 Cm Sakana;Pcs;168000
Papan Whiteboard Gantung 90 x 120 Cm Sakana;Pcs;420000
Paper Clip No. 5 Merk Joyko;Box;4400
Paper Clip No. 5 Merk Kenko;Box;4400
Paper Cutter A3 Merk Kenko;Pcs;280000
Paper Cutter F4 Merk Kenko;Pcs;230000
Paper Tray (3 Susun Besi) DT-25 - Joyko;Pcs;90000
Paper Tray (3 Susun Besi) DT-34 - Joyko;Pcs;115000
Paper Tray (4 Susun Besi) DT-31 - Joyko;Pcs;110000
Paper Tray (5 Susun Besi) DT-41 - Joyko;Pcs;152000
Paper Tray 2 susun Elevated 602 - Microtop;Pcs;65000
Paper Tray 3 Susun (Besi) - V Tec;Pcs;80000
Paper Tray 3 susun Elevated 603 - Microtop;Pcs;72000
Paper Tray 3 susun Executive 803 - Microtop;Pcs;84000
Paper Tray 4 Susun (Besi) - V Tec;Pcs;110000
Pembatas File Bantex 6210 (A4 1 - 10);Pcs;16500
Pembersih Kaca (Glass Cleaner) 3,7 Lt Merk Yuri;Drg;40000
Pembersih Kaca (Squeegee) BR 10 Lion Star;Pcs;16500
Pembersih Kaca Besar (Squeegee) NGT346 L - Nagata;Pcs;25000
Pembersih Kaca Botol 440  Merk Cling;Pcs;12500
Pembersih Kaca Kecil (Squeegee) NGT638 S - Nagata;Pcs;19000
Pembersih Kloset WPC 600 ml;Pcs;23000
Pembersih Lantai 3,6/ 3,5 Liter Merk SOS;Drigen;55000
Pembersih Lantai 3,7L Aganol Merk Yuri;Drigen;58000
Pembersih Tangan (Hand Soap) 3,7Ltr Merk Yuri;Drigen;142500
Pembersih Toilet Botol 450ml Merk Harpic;Pcs;33500
Pembersih Toilet Botol 750ml Merk Harpic;Pcs;52500
Penggaris (Besi) 30 Cm Merk Butterfly;Pcs;6000
Penggaris Besi 100 Cm Merk Kenko;Pcs;45000
Penggaris Besi 15 Cm - Joyko;Pcs;4000
Penggaris Besi 15 Cm Merk Kenko;Pcs;4000
Penggaris Besi 30 Cm - Joyko;Pcs;7000
Penggaris Besi 30 Cm Merk Kenko;Pcs;7000
Penggaris Besi 40 Cm - Joyko;Pcs;12000
Penggaris Besi 50 Cm - Joyko;Pcs;18000
Penggaris Besi 50cm Merk Kenko;Pcs;18000
Penggaris Besi 60 Cm - Joyko / Kenko;Pcs;22000
Penggaris Geometry Set - Faber Castell;Pcs;15500
Penggaris Plastik 30 cm Merk Butterfly;Pcs;2500
Penghapus Besar B20 Putih Merk Joyko;Pcs;2500
Penghapus Besar Hitam (187999/187171) - Faber Castell;Pcs;8500
Penghapus Besar Putih (187996) - Faber Castell;Pcs;8500
Penghapus Kecil Hitam (187299) - Faber Castell;Pcs;2500
Penghapus Kecil Putih (187230) - Faber Castell;Pcs;2500
Penghapus Pensil B20 - Staedtler (Putih);Pcs;8500
Penghapus Pensil B20 Staedtler 526 (Hitam);Pcs;8500
Penghapus Pensil B40 Staedtler (Putih);Pcs;2500
Penghapus Pensil Kecil Hitam Joyko/Kenko;Pcs;1000
Penghapus Pensil Kecil Merk Pentel;Pcs;2000
Penghapus Pensil Kecil Putih Joyko B40;Pcs;1000
Penghapus Whiteboard Kecil WB-803 - Gunindo;Pcs;6000
Penghapus Whiteboard Magnet ERT MM  Merk Artline;Pcs;24500
Penghapus Whiteboard WE-1 Magnet Merk Joyko;Pcs;8500
Penghapus Whiteboard WE-1205 Merk Joyko;Pcs;7500
Penghapus Whiteboard WER-29 Magnet - Kenko;Pcs;6000
Pengki Plastik + Tutup PP833 Dragon;Pcs;34000
Pengki Plastik DP-11 Lion Star;Pcs;40000
Pengki Plastik DP-5 Lion Star;Pcs;37000
Pengki Plastik NGT 0406 - Nagata;Pcs;25500
Pengki Plastik PP832 - Dragon;Pcs;18000
Peniti;Set;2000
Pensil 2B Merk Faber Castel (Hijau);Pcs;3700
Pensil 2B Merk Greebel;Pcs;2850
Pensil 2B Merk Staedtler (Biru);Pcs;3100
Pensil 2B P-88 Merk Joyko;Pcs;800
Pensil Kaca PG 100 (Hijau) Merk Joyko;Pcs;1950
Pensil Kaca PG 100 (Hitam) Merk Joyko;Pcs;1950
Pensil Kaca PG 100 (Kuning) Merk Joyko;Pcs;1950
Pensil Kaca PG 100 (Merah) Merk Joyko;Pcs;1950
Pensil Kaca PG 100 (Putih) Merk Joyko;Pcs;1950
Pensil Mekanik 0,5 H 125 Merk Pilot;Pcs;10500
Pensil Mekanik 0,5 H 165 Merk Pilot;Pcs;14500
Pensil Mekanik 0,5 H 185 Merk Pilot;Pcs;14000
Pensil Mekanik 2B + Reffil Pensil Mekanik 0,7 mm Faber Castell;Pcs;15500
Pensil Mekanik HRG-10R - Pilot;Pcs;13500
Pensil Mekanik Merk Pentel;Pcs;12500
Pensil Mekanik MP-01 Merk Joyko;Pcs;5000
Pensil Mekanik MP01 Merk Kenko;Pcs;4500
Pensil Mekanik MP-19 Merk Joyko;Pcs;4500
Pensil Warna 12w (Kecil) Luna 111A 136 - Staedtler;Set;12500
Penyekat 5 Warna Bantex 6045;Pcs;6000
Penyekat Abjad A - Z 6203 (6286) Pastik;Pcs;27000
Penyekat File Bantex 6235 A4 (1 - 5);Pcs;12000
Permen Fisherman 25 Gr;Pcs;25000
Permen Kopiko;Pak;11000
Permen Mentos;Pak;11000
Pewangi Gantung Stella All In One 42 gram;Pcs;13500
Pita Casio Nylon 13 mm x 6 m (black & red) - Tempo;Pcs;8500
Pita Mesin Struk IR 40 - Print Rite;Pcs;12500
Pita Mesin Struk IR 40 T - Print Rite;Pcs;12500
Pita Mesin Tik AX 10/15 (737 BKSC) - Fullmark;Pcs;60000
Pita Printer ERC - 05 Fullmark;Pcs;32000
Pita Printer ERC - 09/22 Fullmark;Pcs;32000
Pita Printer ERC 05 - Epson;Pcs;39000
Pita Printer ERC 09 Merk Epson;Pcs;39000
Pita Printer ERC 30/34/38 - Print Rite;Pcs;18500
Pita Printer ERC 30/34/38 Fullmark;Pcs;19500
Pita Printer ERC 38 B - Epson Original;Pcs;38000
Pita Tik Brother 1030 Original;Pcs;55000
Pita X 3500 N - G1;Pcs;35000
Plastic Pocket Bantex 2042 / 8042 @100;Pak;157000
Plastik Bantex 2040/ 8040 A4 @100;Pak;92000
Plastik Bantex 8843 F4 @100;Pak;92000
Plastik Bubble Uk. 125 x 50 - Muliapack;Roll;130000
Plastik Bubble Uk. 125 x 50 (3kg) - Yatta;Roll;118000
Plastik Cling Wrap Jumbo 37 m x 38 cm Klinpak;Pak;55000
Plastik ID Card Klip 6,5 x 9,5 Cm;Pcs;2500
Plastik Klip 10 x 15 (@100);Pak;12500
Plastik Klip 12 x 20 (@ 100);Pak;19500
Plastik Klip 16 x 25 (@100);Pak;31000
Plastik Klip 20 x 30 (@100);Pak;47000
Plastik Klip 25 x 35 (@ 100);Pak;65000
Plastik Klip 30 x 40 (@100);Pak;92000
Plastik Klip 35 x 45 (@100);Pak;132000
Plastik Klip 4 x 6 (@100);Pak;4000
Plastik Klip 5 x 8 (@ 100);Pak;4500
Plastik Klip 6 x 10 (@100);Pak;6500
Plastik Klip 7 x 10 (@100);Pak;7500
Plastik Klip 8,7 x 13 (@100);Pak;11000
Plastik Laminating A3 Merk Coral;Pak;145000
Plastik Laminating A3 Merk Joyko;Pak;145000
Plastik Laminating A4 Merk Coral;Pak;68000
Plastik Laminating A4 Merk Joyko;Pak;89000
Plastik Laminating A4 Merk V-Tec;Pak;68000
Plastik Laminating F4 Merk Coral;Pak;70000
Plastik Laminating F4 Merk Joyko;Pak;83000
Plastik Mika Bening A4 Merk Asahi;Pak;42000
Plastik Mika Bening F4 Merk Asahi;Pak;42000
Plastik PE 10 x 20 (1kg isi 4pak) - Tomat;Kg;54500
Plastik PE 12 x 25 (1kg isi 4pak) - Tomat;Kg;54500
Plastik PE 15 x 30 (1kg isi 4pak) - Tomat;Kg;54500
Plastik PE 20 x 35 (1kg isi 4pak) - Tomat;Kg;54500
Plastik PE 20 x 40 (1kg isi 4pak) - Tomat;Kg;54500
Plastik PE 25 x 45 (1kg isi 4pak) - Tomat;Kg;54500
Plastik PE 30 x 45 (1kg isi 2pak) - Tomat;Kg;54500
Plastik PE 35 x 50 (1kg isi 2pak) - Tomat;Kg;54500
Plastik PE 40 x 60 (1kg isi 2pak) - Tomat;Kg;54500
Plastik PE 50 x 75 (1kg isi 2pak) - Tomat;Kg;54500
Plastik PE 60 x 100 (1kg isi 2pak) - Tomat;Kg;54500
Plastik Pocket F4 8045 / 2045 - Bantex;Pak;175000
Plastik PP 10 x 15 (1kg isi 4pak) - Wayang;Kg;46000
Plastik PP 10 x 20 (1kg isi 4pak) - Wayang;Kg;46000
Plastik PP 12 x 25 (1kg isi 4pak) - Wayang;Kg;46000
Plastik PP 12 x 30 (1kg isi 4pak) - Wayang;Kg;46000
Plastik PP 15 x 20 (1kg isi 4pak) - Wayang;Kg;46000
Plastik PP 15 x 30 (1kg isi 4pak) - Wayang;Kg;46000
Plastik PP 17 x 25 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 17 x 25 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 20 x 35 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 20 x 40 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 25 x 35 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 25 x 45 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 30 x 45 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 30 x 50 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 35 x 50 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 40 x 60 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 40 x 60 Cm - Gapura;Pak;12000
Plastik PP 45 x 65 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 50 x 75 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PP 60 x 100 (1kg isi 2pak) - Wayang;Kg;46000
Plastik PVC ID CARD 200x300 Merk Coral;Pak;44000
Plastik Roll Buah 30 x 45 x 20 Mic;Roll;75000
Plastik Sampah 100 x 120 Cm Merk Klinpak Extra Besar;Pak;29000
Plastik Sampah 40 x 50 Cm Merk Klinpak Kecil;Pak;29000
Plastik Sampah 50 x 75 Merk UP;Pak;17000
Plastik Sampah 60 x 100 merk Centong;Pak;16000
Plastik Sampah 60 x 100 Merk UP;Pak;17000
Plastik Sampah 60 x 80 Cm Merk Klinpak Sedang;Pak;29000
Plastik Sampah 80 x 100 Cm Merk Klinpak Besar;Pak;29000
Plastik Sampah 90 x 120 Cm Merk Banteng;Pcs;3150
